address,postcode,price,area,num_rooms,lon,lat,price_per_sqm,four_digit_postcode
"Argonautenstraat 98, Amsterdam",1076 KV,799000.0,146,5,4.858845,52.343402,5472.602739726028,1076
"Kortrijk 50, Amsterdam",1066 TC,719000.0,129,4,4.802093,52.343737,5573.643410852713,1066
"Haarlemmerstraat 98 B, Amsterdam",1013 EW,750000.0,119,6,4.890977,52.380642,6302.5210084033615,1013
"Laan van Vlaanderen 141 A2*, Amsterdam",1066 MP,285000.0,37,2,4.807805,52.344914,7702.7027027027025,1066
"Laan van Vlaanderen 141 A2, Amsterdam",1066 MP,285000.0,37,2,4.807805,52.344914,7702.7027027027025,1066
"Keizersgracht 131 E, Amsterdam",1015 CJ,900000.0,111,2,4.887092,52.376105,8108.108108108108,1015
"Fritz Dietrich Kahlenbergstraat 83, Amsterdam",1087 LL,475000.0,93,3,5.009767,52.349453,5107.5268817204305,1087
"Gerda Brautigamstraat 37, Amsterdam",1067 VM,545000.0,110,4,4.789083,52.379219,4954.545454545455,1067
"Van Oldenbarneveldtstraat 96 A3, Amsterdam",1052 KH,685000.0,94,3,4.873591,52.374016,7287.234042553191,1052
"Valeriusstraat 137 H, Amsterdam",1075 ET,2200000.0,198,7,4.865847,52.353256,11111.111111111111,1075
"Bakkersstraat 11, Amsterdam",1017 CW,650000.0,81,3,4.897432,52.366729,8024.691358024691,1017
"Klaprozenweg 73 A, Amsterdam",1032 KK,1100011.0,207,5,4.90048,52.400948,5314.062801932367,1032
"Zocherstraat 23 X, Amsterdam",1054 LR,1200000.0,81,3,4.858004,52.3574,14814.814814814816,1054
"Dorpsstraat Holysloot 62, Amsterdam",1028 BE,1495000.0,214,5,5.029122,52.41355,6985.981308411215,1028
"Willem de Zwijgerlaan 334 c29, Amsterdam",1055 RD,295000.0,47,2,4.860857,52.380834,6276.595744680851,1055
"Kalverstraat 218 G+2PP, Amsterdam",1012 XJ,1000000.0,117,4,4.892522,52.367449,8547.008547008547,1012
"Singel 115 B, Amsterdam",1012 VH,1150000.0,162,5,4.890591,52.375342,7098.765432098766,1012
"Plantage Muidergracht 105 A, Amsterdam",1018 TP,2250000.0,250,8,4.915246,52.364132,9000.0,1018
"Ruysdaelkade 107, Amsterdam",1072 AN,1350000.0,173,5,4.887183,52.355065,7803.468208092486,1072
"Ruysdaelkade 109, Amsterdam",1072 AN,1650000.0,232,9,4.887183,52.35502,7112.068965517241,1072
"Olympiakade 12, Amsterdam",1076 XP,2750000.0,309,8,4.862413,52.349528,8899.676375404531,1076
"Cornelis Zillesenlaan 94, Amsterdam",1086 ZK,1050000.0,216,7,4.979483,52.361333,4861.111111111111,1086
"Binnenkant 2, Amsterdam",1011 BG,469000.0,90,3,4.903526,52.374705,5211.111111111111,1011
"Zuideinde 417, Amsterdam",1035 PG,669000.0,107,5,4.89278,52.420465,6252.336448598131,1035
"Leerdamhof 294, Amsterdam",1108 CA,300000.0,71,2,4.976454,52.306326,4225.352112676056,1108
"Hertspieghelweg 26 huis, Amsterdam",1055 KM,425000.0,49,2,4.852468,52.380663,8673.469387755102,1055
"Cas Oorthuyskade 47, Amsterdam",1087 DP,749000.0,150,5,4.90981909560303,52.3686532505277,4993.333333333333,1087
"Eurokade 36, Amsterdam",1060 RZ,700000.0,186,8,4.786024,52.348087,3763.440860215054,1060
"Prins Hendrikkade 512, Amsterdam",1011 TE,389000.0,30,2,4.906059,52.374085,12966.666666666666,1011
"Osdorperweg 94, Amsterdam",1066 EM,900000.0,187,6,4.797164,52.343623,4812.834224598931,1066
"Borneokade 70, Amsterdam",1019 AW,1750000.0,246,8,4.90981909560303,52.3686532505277,7113.821138211382,1019
"Barbusselaan 77, Amsterdam",1102 TS,275000.0,85,4,4.943931,52.321174,3235.294117647059,1102
"Sophialaan 45, Amsterdam",1075 BM,3500000.0,374,7,4.857608,52.352366,9358.288770053476,1075
"Duke Ellingtonstraat 46, Amsterdam",1066 GE,400000.0,79,3,4.826718,52.343893,5063.291139240507,1066
"Insulindeweg 116, Amsterdam",1094 PT,850000.0,110,2,4.936223,52.360906,7727.272727272727,1094
"Raphaëlstraat 5, Amsterdam",1077 PN,1700000.0,203,5,4.869966,52.349904,8374.384236453201,1077
"Amstel 102, Amsterdam",1017 AD,2325000.0,150,6,4.896842,52.366965,15500.0,1017
"Singel 436 G, Amsterdam",1017 AV,1495000.0,175,6,4.888094,52.368029,8542.857142857143,1017
"Levantkade 170, Amsterdam",1019 BG,549000.0,91,5,4.943456,52.376191,6032.9670329670325,1019
"Vossiusstraat 6 C, Amsterdam",1071 AB,1375000.0,115,3,4.881814,52.361226,11956.521739130434,1071
"Bloemgracht 81 6, Amsterdam",1016 KH,1250000.0,165,7,4.879978,52.374421,7575.757575757576,1016
"Brouwersgracht 182 I, Amsterdam",1013 HC,500000.0,72,2,4.887619,52.381092,6944.444444444444,1013
"Marskramerstraat 124, Amsterdam",1033 WG,575000.0,183,5,4.881542,52.41986,3142.0765027322404,1033
"Huidekoperstraat 24 F, Amsterdam",1017 ZM,2475000.0,183,3,4.897473,52.358943,13524.590163934427,1017
"Prins Hendrikkade 132 A, Amsterdam",1011 AR,1425000.0,257,4,4.905372,52.373727,5544.747081712062,1011
"Pieter Cornelisz. Hooftstraat 169 B, Amsterdam",1071 BW,1695000.0,117,3,4.876144,52.358928,14487.179487179486,1071
"Ladogameerhof 3, Amsterdam",1060 PJ,515000.0,130,4,4.7836987,52.3496214,3961.5384615384614,1060
"George Gershwinlaan 177, Amsterdam",1082 MT,1095000.0,134,3,4.872859,52.335851,8171.641791044776,1082
"Vossiusstraat 71, Amsterdam",1071 AK,2500000.0,202,6,4.876117,52.359763,12376.237623762376,1071
"Dijkwater 189, Amsterdam",1025 CW,519900.0,120,5,4.937065,52.400905,4332.5,1025
"Amstel 75 F, Amsterdam",1018 EK,700000.0,88,5,4.902826,52.363883,7954.545454545455,1018
"Tweede Jan van der Heijdenstraat 13, Amsterdam",1073 VE,2650000.0,387,10,4.89935,52.355179,6847.545219638243,1073
"Churchill-laan 216 3, Amsterdam",1078 EW,1149000.0,141,6,4.891921,52.347409,8148.936170212766,1078
"Hogevecht 186 B, Amsterdam",1102 HJ,280000.0,93,4,4.95868,52.309724,3010.7526881720432,1102
"Valkenburgerstraat 138 A, Amsterdam",1011 NA,600000.0,129,4,4.905853,52.369804,4651.162790697675,1011
"Pontsteiger 137, Amsterdam",1014 ZP,950000.0,94,1,4.886388,52.393577,10106.382978723404,1014
"Nieuwe Nieuwstraat 28, Amsterdam",1012 NH,849000.0,120,3,4.893709,52.375387,7075.0,1012
"Badhuiskade 353, Amsterdam",1031 KV,3680000.0,374,4,4.905695,52.385321,9839.57219251337,1031
"Witte de Withstraat 20 AH, Amsterdam",1057 XW,850000.0,149,7,4.859626,52.365326,5704.697986577181,1057
"Mauvestraat 56 II+III, Amsterdam",1073 RN,750750.0,114,4,4.902864,52.349279,6585.526315789473,1073
"Oudezijds Voorburgwal 126 A+B, Amsterdam",1012 GH,1400000.0,213,7,4.897256,52.373343,6572.769953051643,1012
"Singel 318, Amsterdam",1016 AE,4900000.0,623,13,4.887869,52.371039,7865.168539325843,1016
"Termietergouw 6 A, Amsterdam",1027 AD,899000.0,128,5,4.960756,52.409584,7023.4375,1027
"Termietergouw 6, Amsterdam",1027 AD,895000.0,95,3,4.960756,52.409584,9421.052631578947,1027
"Broekergouw 4, Amsterdam",1027 AH,1695000.0,467,14,4.97083,52.412038,3629.5503211991436,1027
"Cliostraat 12 III, Amsterdam",1077 KG,1085000.0,131,5,4.876231,52.347558,8282.442748091604,1077
"Ward Bingleystraat 1, Amsterdam",1065 TJ,300000.0,30,3,4.832087,52.354406,10000.0,1065
"Rapenburgerplein 8 A, Amsterdam",1011 VB,649000.0,82,3,4.910725,52.370289,7914.634146341464,1011
"Rapenburgerplein 8 B, Amsterdam",1011 VB,785000.0,105,5,4.910725,52.370289,7476.190476190476,1011
"Willem Mollhof 3, Amsterdam",1065 AH,565000.0,94,3,4.825673,52.361323,6010.63829787234,1065
"De Bleeckster 1, Amsterdam",1035 RW,1395000.0,133,3,4.898884,52.418864,10488.721804511279,1035
"Prinsengracht 460 A, Amsterdam",1017 KE,795000.0,102,3,4.884579,52.364626,7794.117647058823,1017
"Eerste Looiersdwarsstraat 24 E, Amsterdam",1016 VM,1200000.0,121,4,4.881097,52.368746,9917.355371900827,1016
"Herengracht 553 I, Amsterdam",1017 BW,995000.0,146,3,4.895233,52.365084,6815.068493150685,1017
"Prinsengracht 1031 C, Amsterdam",1017 KP,775000.0,127,3,4.895121,52.361947,6102.36220472441,1017
"Prinsengracht 1035 D, Amsterdam",1017 KP,825000.0,148,3,4.895224,52.361929,5574.324324324324,1017
"Uilengouw 2, Amsterdam",1027 EZ,1249000.0,258,5,4.967897,52.410672,4841.085271317829,1027
"Pieter van der Werfstraat 44, Amsterdam",1067 EP,380000.0,100,4,4.80256,52.380679,3800.0,1067
"Claus van Amsbergstraat 45, Amsterdam",1102 AZ,450000.0,120,5,4.956167,52.317822,3750.0,1102
"Sumatrakade 1523, Amsterdam",1019 RS,399000.0,66,2,4.923315,52.379524,6045.454545454545,1019
"Marnixstraat 255 H, Amsterdam",1015 WH,650000.0,102,3,4.877436,52.375551,6372.549019607844,1015
"Oostakkerstraat 95, Amsterdam",1066 HR,485000.0,109,1,4.817309,52.345051,4449.54128440367,1066
"Eerste Helmersstraat 183 III, Amsterdam",1054 DT,1599000.0,139,5,4.868596,52.361672,11503.597122302159,1054
"Noorderakerweg 124, Amsterdam",1069 LW,950000.0,226,7,4.776234,52.349215,4203.539823008849,1069
"Ringvaartdijk 28, Amsterdam",1066 DE,629000.0,127,4,4.794478,52.338652,4952.755905511811,1066
"Schellingwouderdijk 352 e, Amsterdam",1023 NM,359000.0,69,4,4.965813,52.381514,5202.898550724638,1023
"Zeeburgerdijk 585, Amsterdam",1095 AE,419000.0,75,4,4.952089,52.36658,5586.666666666667,1095
"Bernard Shawsingel 250, Amsterdam",1102 VE,250000.0,60,3,4.945909,52.320409,4166.666666666667,1102
"Reigersbos 79, Amsterdam",1106 AP,320000.0,104,5,4.976237,52.296421,3076.923076923077,1106
"Singel 146 A, Amsterdam",1015 AG,3500000.0,348,8,4.889816,52.375532,10057.471264367816,1015
"Clara Zetkinstraat 58, Amsterdam",1103 DH,415000.0,115,4,4.961952,52.321743,3608.695652173913,1103
"Sarphatistraat 478, Amsterdam",1018 GW,750000.0,124,5,4.918831,52.363292,6048.387096774193,1018
"Rupelmonde 10, Amsterdam",1081 GP,420000.0,73,3,4.859128,52.327841,5753.424657534247,1081
"Westerdoksdijk 375, Amsterdam",1013 AD,525000.0,63,3,4.892914,52.384794,8333.333333333334,1013
"Cor van Weelehof 3, Amsterdam",1087 GL,550000.0,107,4,4.997979,52.354825,5140.186915887851,1087
"Linnaeusstraat 243 1., Amsterdam",1093 ER,450000.0,60,4,4.928173,52.355788,7500.0,1093
"Herculesstraat 124 I, Amsterdam",1076 ST,425000.0,54,3,4.861234,52.346145,7870.37037037037,1076
"Akoleienstraat 8 4, Amsterdam",1016 LN,699000.0,108,6,4.878139,52.373119,6472.222222222223,1016
"Amsteldijk 64, Amsterdam",1074 HZ,675000.0,95,3,4.906809,52.353645,7105.263157894737,1074
"Hoofdweg 34 H, Amsterdam",1058 BD,1150000.0,150,5,4.853623,52.360284,7666.666666666667,1058
"Wiborgeiland 146 PP, Amsterdam",1014 ZC,1250000.0,131,4,4.878356,52.394101,9541.984732824427,1014
"Wiborgeiland 147 PP, Amsterdam",1014 ZC,1450000.0,158,4,4.878463,52.394178,9177.215189873417,1014
"Nieuwevaart 10 4V, Amsterdam",1018 AA,240000.0,26,1,4.913448,52.370666,9230.76923076923,1018
"Klaas Katerstraat 118, Amsterdam",1069 RT,345000.0,80,3,4.795934,52.350007,4312.5,1069
"Rozenstraat 80 E, Amsterdam",1016 NX,425000.0,56,3,4.880816,52.37278,7589.285714285715,1016
"Charlotte Brontéstraat 152, Amsterdam",1102 XH,250000.0,60,2,4.947171,52.325081,4166.666666666667,1102
"Vrolikstraat 292 1, Amsterdam",1092 VA,485000.0,59,3,4.925675,52.358255,8220.338983050848,1092
"Overtoom 184 III, Amsterdam",1054 HR,1200000.0,166,5,4.872275,52.362146,7228.915662650603,1054
"Johan Huizingalaan 310 I, Amsterdam",1065 JN,325000.0,71,4,4.827036,52.353376,4577.4647887323945,1065
"Blauwvoetstraat 59, Amsterdam",1061 BM,275000.0,39,2,4.839165,52.37701,7051.282051282052,1061
"Dikninge 105, Amsterdam",1083 VA,365000.0,78,3,4.886519,52.331919,4679.48717948718,1083
"Wethouder In 't Veldstraat 77, Amsterdam",1107 AX,300000.0,84,4,4.991578,52.293948,3571.4285714285716,1107
"Amaliastraat 16 H, Amsterdam",1052 GP,485000.0,67,3,4.874335,52.379574,7238.805970149254,1052
"Marnixkade 26 III, Amsterdam",1015 XP,725000.0,87,4,4.881073,52.382434,8333.333333333334,1015
"Pieter Calandlaan 724, Amsterdam",1060 TX,325000.0,87,3,4.788052,52.349876,3735.632183908046,1060
"Barbusselaan 261, Amsterdam",1102 TV,225000.0,61,3,4.945309,52.319741,3688.5245901639346,1102
"Revaleiland 383, Amsterdam",1014 ZG,690000.0,100,3,4.881116,52.393955,6900.0,1014
"Marnixkade 89 1A, Amsterdam",1015 ZH,250000.0,28,1,4.877315,52.376658,8928.57142857143,1015
"Kanaalstraat 11 3/4, Amsterdam",1054 WX,825000.0,114,3,4.866454,52.362822,7236.8421052631575,1054
"Groenhoven 358, Amsterdam",1103 LK,239000.0,53,3,4.977675,52.324231,4509.433962264151,1103
"Bilderdijkstraat 180 II, Amsterdam",1053 LD,400000.0,49,2,4.872222,52.366766,8163.265306122449,1053
"Warmondstraat 176 2, Amsterdam",1058 LB,430000.0,58,3,4.849307,52.35303,7413.793103448276,1058
"Linnaeusparkweg 224 HS, Amsterdam",1098 ER,485000.0,65,3,4.940682,52.349698,7461.538461538462,1098
"Hoofdweg 241 III, Amsterdam",1057 CW,300000.0,44,2,4.85225,52.367037,6818.181818181818,1057
"Roelof Hartstraat 13 II, Amsterdam",1071 VE,550000.0,61,3,4.884848,52.352502,9016.393442622952,1071
"Marcantilaan 123, Amsterdam",1051 LW,325000.0,41,2,4.867459,52.375562,7926.829268292683,1051
"Bilderdijkstraat 201 2, Amsterdam",1053 KS,250000.0,29,2,4.872989,52.366428,8620.689655172413,1053
"Orteliusstraat 279 3, Amsterdam",1056 NV,675000.0,109,3,4.8479,52.372221,6192.660550458716,1056
"Baden Powellweg 107, Amsterdam",1069 LD,295000.0,91,4,4.795401,52.348468,3241.7582417582416,1069
"Waterlandplein 290 E, Amsterdam",1024 NB,350000.0,92,3,4.954434,52.393227,3804.3478260869565,1024
"Wethouder Ramstraat 11, Amsterdam",1107 CM,375000.0,98,5,4.990488,52.292974,3826.530612244898,1107
"Willem de Zwijgerlaan 309 I, Amsterdam",1055 PZ,360000.0,53,2,4.860817,52.380045,6792.452830188679,1055
"Cosmariumstraat 9, Amsterdam",1035 VS,325000.0,85,4,4.901357,52.419916,3823.529411764706,1035
"Antony Moddermanstraat 222 HS, Amsterdam",1063 NA,250000.0,61,2,4.812509,52.383676,4098.360655737705,1063
"Insulindeweg 920, Amsterdam",1095 DX,550000.0,102,3,4.945592,52.362164,5392.156862745098,1095
"Loggerhof 149, Amsterdam",1034 CG,325000.0,76,3,4.910084,52.406722,4276.315789473684,1034
"Bataviastraat 67 C, Amsterdam",1095 EP,235000.0,26,2,4.944758,52.36173,9038.461538461539,1095
"Kuipersstraat 43 2, Amsterdam",1074 EE,450000.0,56,2,4.904866,52.354123,8035.714285714285,1074
"Poederooienstraat 97, Amsterdam",1106 CG,245000.0,71,3,4.98042,52.299114,3450.7042253521126,1106
"Stadionweg 61 2, Amsterdam",1077 SC,1400000.0,153,4,4.875155,52.346664,9150.32679738562,1077
"Spadinalaan 53, Amsterdam",1031 KB,650000.0,90,3,4.900901,52.386904,7222.222222222223,1031
"Westlandgracht 139 H, Amsterdam",1059 TG,465000.0,67,3,4.846172,52.351371,6940.298507462687,1059
"Cliostraat 61 I, Amsterdam",1077 KE,735000.0,104,3,4.87459,52.347318,7067.307692307692,1077
"Stadhouderskade 153 A, Amsterdam",1074 BC,675000.0,93,4,4.902853,52.358348,7258.064516129032,1074
"Erasmusgracht 552 PP, Amsterdam",1061 BL,425000.0,78,2,4.837463,52.376658,5448.717948717948,1061
"Silodam 446, Amsterdam",1013 AW,635000.0,90,3,4.891367,52.389872,7055.555555555556,1013
"Bilderdijkstraat 177 2A, Amsterdam",1053 KR,300000.0,35,1,4.872597,52.366735,8571.42857142857,1053
"Arènpalmstraat 24, Amsterdam",1104 DB,375000.0,99,4,4.981355,52.320364,3787.878787878788,1104
"Van Ostadestraat 27 1, Amsterdam",1072 SM,300000.0,35,2,4.888159,52.351789,8571.42857142857,1072
"Vincent van Goghstraat 19, Amsterdam",1072 KJ,910000.0,136,5,4.888188,52.3492,6691.176470588235,1072
"Geervliet 20 A, Amsterdam",1082 NT,385000.0,65,3,4.87989,52.331729,5923.076923076923,1082
"Jacob van Lennepstraat 17 I, Amsterdam",1053 HA,775000.0,93,3,4.875949,52.366908,8333.333333333334,1053
"Oogststraat 81, Amsterdam",1097 ZS,349500.0,51,3,4.941752,52.339554,6852.941176470588,1097
"Egidiusstraat 17 1, Amsterdam",1055 GL,375000.0,65,3,4.852493,52.377329,5769.2307692307695,1055
"Bentinckstraat 95 3, Amsterdam",1051 GJ,325000.0,41,2,4.871342,52.383093,7926.829268292683,1051
"Dickenslaan 146, Amsterdam",1102 ZW,295000.0,89,4,4.945355,52.323983,3314.6067415730336,1102
"Gibraltarstraat 105 hs, Amsterdam",1055 NM,345000.0,50,2,4.849011,52.384683,6900.0,1055
"Ruimzicht 296, Amsterdam",1068 CZ,325000.0,88,3,4.809676,52.361641,3693.181818181818,1068
"Stoutenburggracht 11, Amsterdam",1107 KW,245000.0,73,3,4.98366,52.294299,3356.1643835616437,1107
"Eerste Jan Steenstraat 112 2, Amsterdam",1072 NR,650000.0,70,3,4.892242,52.354197,9285.714285714286,1072
"Mercatorstraat 15 III, Amsterdam",1056 PW,450000.0,56,4,4.850735,52.370868,8035.714285714285,1056
"Komijnstraat 24, Amsterdam",1104 HP,525000.0,176,5,4.986145,52.316165,2982.9545454545455,1104
"Nicolaas Anslijnstraat 108, Amsterdam",1068 WT,315000.0,81,3,4.80824,52.357393,3888.8888888888887,1068
"Aurikelstraat 5, Amsterdam",1032 AP,500000.0,83,4,4.917034,52.395677,6024.096385542169,1032
"Barentszstraat 205, Amsterdam",1013 NM,285000.0,36,2,4.887419,52.388788,7916.666666666667,1013
"Warmoesstraat 139 A, Amsterdam",1012 JB,600000.0,116,4,4.895989,52.373751,5172.413793103448,1012
"Egelantiersstraat 142 B, Amsterdam",1015 PS,425000.0,67,3,4.881551,52.376576,6343.2835820895525,1015
"Gouden Leeuw 326, Amsterdam",1103 KG,225000.0,53,3,4.974337,52.324304,4245.2830188679245,1103
"Antillenstraat 28 2, Amsterdam",1058 HB,440000.0,59,3,4.85128,52.359788,7457.627118644068,1058
"Borneolaan 342, Amsterdam",1019 KL,450000.0,85,3,4.937516,52.370995,5294.117647058823,1019
"Martin Vlaarkade 97, Amsterdam",1013 CS,425000.0,75,3,4.8814,52.388529,5666.666666666667,1013
"Boeninlaan 81, Amsterdam",1102 TH,230000.0,60,2,4.942778,52.320576,3833.3333333333335,1102
"Czaar Peterstraat 45 B, Amsterdam",1018 PA,395000.0,69,3,4.927419,52.369015,5724.63768115942,1018
"Venetiëhof 101, Amsterdam",1019 NC,550000.0,93,3,4.948159,52.377174,5913.978494623656,1019
"Sean MacBridestraat 16, Amsterdam",1102 JW,350000.0,93,3,4.960086,52.318673,3763.440860215054,1102
"Het Hoogt 166, Amsterdam",1025 HD,335000.0,92,4,4.936689,52.394567,3641.304347826087,1025
"Spinaker 219, Amsterdam",1034 MK,300000.0,92,4,4.922975,52.410584,3260.8695652173915,1034
"Papendrechtstraat 84, Amsterdam",1106 BR,270000.0,84,3,4.976048,52.29785,3214.285714285714,1106
"C. Kruyswijkstraat 17, Amsterdam",1022 KJ,675000.0,136,5,4.933513,52.407695,4963.235294117647,1022
"Van Rappardstraat 41 H, Amsterdam",1051 HX,450000.0,73,3,4.869487,52.378402,6164.3835616438355,1051
"Kuipersstraat 77 H, Amsterdam",1074 EH,450000.0,53,2,4.90355,52.353704,8490.566037735849,1074
"Magnoliastraat 10, Amsterdam",1031 VD,549000.0,101,4,4.907913,52.388684,5435.6435643564355,1031
"Dalsteindreef 270, Amsterdam",1102 WZ,265000.0,58,3,4.946436,52.326171,4568.9655172413795,1102
"Elandsgracht 84 2, Amsterdam",1016 TZ,395000.0,42,2,4.880279,52.369659,9404.761904761905,1016
"Binnenzagerij 25, Amsterdam",1021 PJ,275000.0,42,2,4.916345,52.383109,6547.619047619048,1021
"Jan van Riebeekstraat 3 1, Amsterdam",1057 ZW,400000.0,61,2,4.858697,52.370661,6557.377049180328,1057
"Fahrenheitsingel 101, Amsterdam",1097 NX,450000.0,55,2,4.925792,52.344742,8181.818181818182,1097
"Nieuwezijds Voorburgwal 266 2V, Amsterdam",1012 RS,395000.0,63,2,4.890125,52.371498,6269.841269841269,1012
"Van Noordtkade 140, Amsterdam",1013 CA,335000.0,61,2,4.881952,52.389025,5491.803278688524,1013
"Von Zesenstraat 225, Amsterdam",1093 DD,425000.0,82,3,4.925735,52.364335,5182.926829268293,1093
"Van Bossestraat 32 I, Amsterdam",1051 JZ,325000.0,35,2,4.868498,52.381319,9285.714285714286,1051
"Admiraal De Ruijterweg 375 I, Amsterdam",1055 MB,590000.0,76,4,4.851989,52.381995,7763.1578947368425,1055
"Spaarndammerstraat 62 1, Amsterdam",1013 SZ,345000.0,48,2,4.880745,52.388005,7187.5,1013
"Kleine Beerstraat 6, Amsterdam",1033 CR,398011.0,61,3,4.892619,52.413849,6524.770491803279,1033
"Entrepotdok 161, Amsterdam",1018 AD,900000.0,128,4,4.921707,52.366234,7031.25,1018
"Johan Herman Doornstraat 26, Amsterdam",1063 ED,400000.0,78,3,4.832758,52.384105,5128.205128205128,1063
"Cliostraat 21 II, Amsterdam",1077 KB,825000.0,100,3,4.875925,52.347368,8250.0,1077
"Nida Senffstraat 133 PP, Amsterdam",1095 MX,415000.0,69,3,4.964407,52.373057,6014.492753623188,1095
"Kuipersstraat 43 HS, Amsterdam",1074 EE,685000.0,91,4,4.904866,52.354123,7527.472527472528,1074
"Baffinstraat 13 H, Amsterdam",1057 SV,610000.0,77,4,4.854361,52.368574,7922.077922077922,1057
"Werengouw 409, Amsterdam",1024 NZ,295000.0,59,3,4.946534,52.394352,5000.0,1024
"Eerste Van Swindenstraat 203, Amsterdam",1093 GB,339000.0,47,2,4.926678,52.36264,7212.765957446809,1093
"Oeverpad 221, Amsterdam",1068 PJ,310000.0,78,3,4.806801,52.364911,3974.358974358974,1068
"Pieter van der Meulenhof 14, Amsterdam",1106 WV,395000.0,115,6,4.995049,52.2976,3434.782608695652,1106
"Madurastraat 64 1, Amsterdam",1094 GR,335000.0,49,2,4.934237,52.364224,6836.734693877551,1094
"Burgemeester Cramergracht 67, Amsterdam",1064 AG,275000.0,64,2,4.832681,52.372996,4296.875,1064
"Van Gentstraat 6 1, Amsterdam",1055 PE,425000.0,69,4,4.851176,52.383021,6159.420289855072,1055
"Groenhoven 864, Amsterdam",1103 NB,225000.0,54,2,4.975727,52.326205,4166.666666666667,1103
"Joop Gerritzestraat 14, Amsterdam",1063 EK,500000.0,113,6,4.830151,52.383526,4424.778761061947,1063
"Kleefkruidstraat 30, Amsterdam",1104 HX,600000.0,159,6,4.982447,52.315883,3773.5849056603774,1104
"Marcantilaan 225, Amsterdam",1051 NB,300000.0,41,2,4.867456,52.375584,7317.073170731707,1051
"Robert Fruinlaan 24 III, Amsterdam",1065 XX,350000.0,68,3,4.829034,52.36373,5147.058823529412,1065
"Pesetalaan 59, Amsterdam",1060 SC,475000.0,106,5,4.784425,52.345886,4481.132075471698,1060
"Buiksloterbreek 35, Amsterdam",1034 XC,510000.0,91,3,4.909786,52.401616,5604.395604395604,1034
"Bernard Shawsingel 336, Amsterdam",1102 VG,225000.0,60,2,4.946485,52.319485,3750.0,1102
"Nieuwe Keizersgracht 452, Amsterdam",1018 VG,545000.0,61,2,4.907725,52.365333,8934.426229508197,1018
"Prinsengracht 1029 C, Amsterdam",1017 KP,550000.0,66,2,4.895062,52.361956,8333.333333333334,1017
"Boris Pasternakstraat 427, Amsterdam",1102 TD,225000.0,43,2,4.943668,52.317544,5232.558139534884,1102
"Wamelplein 158, Amsterdam",1106 DS,320000.0,83,3,4.988144,52.299293,3855.421686746988,1106
"Merlijnstraat 16 I, Amsterdam",1055 DE,360000.0,49,3,4.854243,52.379548,7346.938775510204,1055
"Buitendraaierij 36, Amsterdam",1021 NN,475000.0,113,4,4.916194,52.382138,4203.539823008849,1021
"Erasmusgracht 5 2, Amsterdam",1056 BB,425000.0,62,3,4.848229,52.375341,6854.8387096774195,1056
"Sandenburch 46, Amsterdam",1082 GN,395000.0,81,3,4.878726,52.325783,4876.543209876543,1082
"Alfred Döblinstraat 109, Amsterdam",1102 VJ,265000.0,71,3,4.943523,52.319589,3732.394366197183,1102
"Barbusselaan 127, Amsterdam",1102 TT,230000.0,53,2,4.944301,52.320816,4339.622641509434,1102
"Kamperfoelieweg 6, Amsterdam",1032 HN,750000.0,116,4,4.913949,52.392914,6465.517241379311,1032
"Reyer Anslostraat 17 H, Amsterdam",1054 KT,1000000.0,122,5,4.860517,52.358293,8196.72131147541,1054
"Sarphatipark 136 H, Amsterdam",1073 EE,825000.0,112,5,4.898909,52.353937,7366.071428571428,1073
"Cornelis Dopperkade 6 6A, Amsterdam",1077 KL,425000.0,67,2,4.877222,52.344263,6343.2835820895525,1077
"Formosastraat 61, Amsterdam",1094 SW,369000.0,56,2,4.934903,52.360041,6589.285714285715,1094
"Schalk Burgerstraat 10, Amsterdam",1091 LJ,300000.0,46,3,4.920288,52.353214,6521.739130434783,1091
"Korenbloemstraat 45, Amsterdam",1032 GT,389000.0,61,1,4.913147,52.399212,6377.049180327869,1032
"Robert Fruinlaan 17 1, Amsterdam",1065 XW,300000.0,59,3,4.830106,52.363717,5084.745762711865,1065
"Churchill-laan 256 III, Amsterdam",1078 EZ,800000.0,123,6,4.889777,52.347517,6504.065040650406,1078
"Kea Boumanstraat 30 B, Amsterdam",1095 MA,600000.0,120,4,4.966154,52.375408,5000.0,1095
"Groetstraat 210, Amsterdam",1024 VG,300000.0,65,3,4.951253,52.394145,4615.384615384615,1024
"Amazonenstraat 20 1, Amsterdam",1076 LJ,415000.0,54,2,4.862373,52.345315,7685.185185185185,1076
"Groetstraat 207, Amsterdam",1024 VG,325000.0,77,4,4.95118,52.394073,4220.779220779221,1024
"Nieuwendammerdijk 142, Amsterdam",1025 LS,775000.0,117,4,4.93174,52.391546,6623.931623931624,1025
"Willy Mullenskade 15, Amsterdam",1087 KH,750000.0,158,6,5.000973,52.353136,4746.835443037975,1087
"Retiefstraat 61 3, Amsterdam",1092 VZ,650000.0,102,4,4.922217,52.355442,6372.549019607844,1092
"Eef Kamerbeekstraat 584 PP, Amsterdam",1095 MP,600000.0,108,4,4.967326,52.371556,5555.555555555556,1095
"Zaagmolenstraat 9 3, Amsterdam",1052 HB,325000.0,46,2,4.873501,52.377961,7065.217391304348,1052
"Billitonstraat 4 3, Amsterdam",1094 BC,385000.0,49,3,4.938408,52.365552,7857.142857142857,1094
"Keizersgracht 444 C, Amsterdam",1016 GD,875000.0,96,5,4.884002,52.367652,9114.583333333334,1016
