"flight","airline","source_city","destination_city","days_left","price"
"G8-530","GO_FIRST","Delhi","Mumbai",23,23.64
"6E-5001","Indigo","Delhi","Mumbai",23,23.64
"G8-334","GO_FIRST","Delhi","Mumbai",23,23.64
"6E-5329","Indigo","Delhi","Mumbai",23,23.64
"G8-354","GO_FIRST","Delhi","Mumbai",23,23.64
"6E-2137","Indigo","Delhi","Mumbai",23,23.64
"G8-2501","GO_FIRST","Delhi","Mumbai",23,23.64
"G8-336","GO_FIRST","Delhi","Mumbai",23,23.64
"G8-392","GO_FIRST","Delhi","Mumbai",23,23.64
"G8-346","GO_FIRST","Delhi","Mumbai",23,23.64
"6E-6261","Indigo","Delhi","Mumbai",23,23.64
"G8-330","GO_FIRST","Delhi","Mumbai",23,23.64
"6E-6278","Indigo","Delhi","Mumbai",23,23.64
"G8-338","GO_FIRST","Delhi","Mumbai",23,23.64
"G8-323","GO_FIRST","Delhi","Mumbai",23,23.64
"6E-2081","Indigo","Delhi","Mumbai",23,23.64
"AI-887","Air_India","Delhi","Mumbai",23,24.28
"AI-665","Air_India","Delhi","Mumbai",23,24.28
"AI-865","Air_India","Delhi","Mumbai",23,24.28
"AI-805","Air_India","Delhi","Mumbai",23,24.28
"AI-678","Air_India","Delhi","Mumbai",23,24.28
"AI-624","Air_India","Delhi","Mumbai",23,24.28
"SG-8709","SpiceJet","Delhi","Mumbai",23,25.71
"SG-8803","SpiceJet","Delhi","Mumbai",23,25.71
"SG-8157","SpiceJet","Delhi","Mumbai",23,25.71
"SG-8169","SpiceJet","Delhi","Mumbai",23,25.71
"6E-5328","Indigo","Delhi","Mumbai",23,29.43
"UK-943","Vistara","Delhi","Mumbai",23,30.4
"UK-977","Vistara","Delhi","Mumbai",23,30.4
"UK-963","Vistara","Delhi","Mumbai",23,30.4
"UK-941","Vistara","Delhi","Mumbai",23,30.4
"UK-955","Vistara","Delhi","Mumbai",23,30.4
"AI-868","Air_India","Delhi","Mumbai",23,27.37
"6E-2046","Indigo","Delhi","Mumbai",23,29.43
"6E-5041","Indigo","Delhi","Mumbai",23,29.43
"6E-6202","Indigo","Delhi","Mumbai",23,35.01
"6E-549","Indigo","Delhi","Mumbai",23,35.01
"6E-573","Indigo","Delhi","Mumbai",23,35.01
"6E-6722","Indigo","Delhi","Mumbai",23,35.01
"I5-482","AirAsia","Delhi","Mumbai",23,36.61
"UK-953","Vistara","Delhi","Mumbai",24,24.28
"UK-981","Vistara","Delhi","Mumbai",24,26.34
"UK-927","Vistara","Delhi","Mumbai",24,26.48
"UK-993","Vistara","Delhi","Mumbai",24,26.48
"UK-951","Vistara","Delhi","Mumbai",24,26.48
"UK-995","Vistara","Delhi","Mumbai",24,26.48
"UK-945","Vistara","Delhi","Mumbai",24,26.48
"G8-7533","GO_FIRST","Delhi","Mumbai",24,23.64
"G8-7534","GO_FIRST","Delhi","Mumbai",24,23.64
"G8-7535","GO_FIRST","Delhi","Mumbai",24,23.64
"6E-171","Indigo","Delhi","Mumbai",24,23.64
"I5-764","AirAsia","Delhi","Mumbai",24,23.64
"6E-2054","Indigo","Delhi","Mumbai",24,23.64
"G8-530","GO_FIRST","Delhi","Mumbai",24,23.64
"6E-5001","Indigo","Delhi","Mumbai",24,23.64
"G8-334","GO_FIRST","Delhi","Mumbai",24,23.64
"6E-5329","Indigo","Delhi","Mumbai",24,23.64
"G8-354","GO_FIRST","Delhi","Mumbai",24,23.64
"6E-2137","Indigo","Delhi","Mumbai",24,23.64
"G8-2501","GO_FIRST","Delhi","Mumbai",24,23.64
"G8-336","GO_FIRST","Delhi","Mumbai",24,23.64
"G8-392","GO_FIRST","Delhi","Mumbai",24,23.64
"G8-346","GO_FIRST","Delhi","Mumbai",24,23.64
"6E-6261","Indigo","Delhi","Mumbai",24,23.64
"G8-330","GO_FIRST","Delhi","Mumbai",24,23.64
"6E-6278","Indigo","Delhi","Mumbai",24,23.64
"G8-338","GO_FIRST","Delhi","Mumbai",24,23.64
"6E-218","Indigo","Delhi","Mumbai",24,23.64
"G8-323","GO_FIRST","Delhi","Mumbai",24,23.64
"6E-2081","Indigo","Delhi","Mumbai",24,23.64
"AI-868","Air_India","Delhi","Mumbai",24,24.28
"AI-887","Air_India","Delhi","Mumbai",24,24.28
"AI-665","Air_India","Delhi","Mumbai",24,24.28
"AI-865","Air_India","Delhi","Mumbai",24,24.28
"AI-805","Air_India","Delhi","Mumbai",24,24.28
"AI-678","Air_India","Delhi","Mumbai",24,24.28
"UK-985","Vistara","Delhi","Mumbai",24,28.54
"SG-8709","SpiceJet","Delhi","Mumbai",24,25.71
"SG-8803","SpiceJet","Delhi","Mumbai",24,25.71
"SG-8157","SpiceJet","Delhi","Mumbai",24,25.71
"SG-8169","SpiceJet","Delhi","Mumbai",24,25.71
"6E-5328","Indigo","Delhi","Mumbai",24,29.43
"UK-943","Vistara","Delhi","Mumbai",24,30.4
"UK-977","Vistara","Delhi","Mumbai",24,30.4
"UK-963","Vistara","Delhi","Mumbai",24,30.4
"UK-941","Vistara","Delhi","Mumbai",24,30.4
"UK-955","Vistara","Delhi","Mumbai",24,30.4
"AI-624","Air_India","Delhi","Mumbai",24,27.37
"UK-933","Vistara","Delhi","Mumbai",24,31.63
"6E-6202","Indigo","Delhi","Mumbai",24,35.01
"6E-5041","Indigo","Delhi","Mumbai",24,35.01
"6E-6722","Indigo","Delhi","Mumbai",24,35.01
"I5-482","AirAsia","Delhi","Mumbai",24,36.61
"6E-2046","Indigo","Delhi","Mumbai",24,37.81
"6E-573","Indigo","Delhi","Mumbai",24,37.81
"6E-549","Indigo","Delhi","Mumbai",24,42.45
"UK-975","Vistara","Delhi","Mumbai",25,24.28
"UK-953","Vistara","Delhi","Mumbai",25,24.28
"UK-981","Vistara","Delhi","Mumbai",25,24.28
"UK-927","Vistara","Delhi","Mumbai",25,26.48
"UK-993","Vistara","Delhi","Mumbai",25,26.48
"UK-951","Vistara","Delhi","Mumbai",25,26.48
"UK-933","Vistara","Delhi","Mumbai",25,26.48
"UK-985","Vistara","Delhi","Mumbai",25,26.48
"UK-995","Vistara","Delhi","Mumbai",25,26.48
"UK-945","Vistara","Delhi","Mumbai",25,26.48
"G8-7533","GO_FIRST","Delhi","Mumbai",25,23.64
"G8-7534","GO_FIRST","Delhi","Mumbai",25,23.64
"G8-7535","GO_FIRST","Delhi","Mumbai",25,23.64
"6E-171","Indigo","Delhi","Mumbai",25,23.64
"I5-764","AirAsia","Delhi","Mumbai",25,23.64
"6E-2054","Indigo","Delhi","Mumbai",25,23.64
"G8-530","GO_FIRST","Delhi","Mumbai",25,23.64
"6E-5001","Indigo","Delhi","Mumbai",25,23.64
"G8-334","GO_FIRST","Delhi","Mumbai",25,23.64
"6E-5329","Indigo","Delhi","Mumbai",25,23.64
"G8-354","GO_FIRST","Delhi","Mumbai",25,23.64
"6E-2137","Indigo","Delhi","Mumbai",25,23.64
"G8-2501","GO_FIRST","Delhi","Mumbai",25,23.64
"G8-336","GO_FIRST","Delhi","Mumbai",25,23.64
"G8-392","GO_FIRST","Delhi","Mumbai",25,23.64
"G8-346","GO_FIRST","Delhi","Mumbai",25,23.64
"I5-482","AirAsia","Delhi","Mumbai",25,23.64
"6E-6261","Indigo","Delhi","Mumbai",25,23.64
"G8-330","GO_FIRST","Delhi","Mumbai",25,23.64
"6E-6278","Indigo","Delhi","Mumbai",25,23.64
"G8-338","GO_FIRST","Delhi","Mumbai",25,23.64
"6E-218","Indigo","Delhi","Mumbai",25,23.64
"G8-323","GO_FIRST","Delhi","Mumbai",25,23.64
"6E-2081","Indigo","Delhi","Mumbai",25,23.64
"AI-868","Air_India","Delhi","Mumbai",25,24.28
"AI-887","Air_India","Delhi","Mumbai",25,24.28
"AI-665","Air_India","Delhi","Mumbai",25,24.28
"AI-865","Air_India","Delhi","Mumbai",25,24.28
"AI-805","Air_India","Delhi","Mumbai",25,24.28
"AI-678","Air_India","Delhi","Mumbai",25,24.28
"AI-624","Air_India","Delhi","Mumbai",25,24.28
"SG-8709","SpiceJet","Delhi","Mumbai",25,25.71
"SG-8803","SpiceJet","Delhi","Mumbai",25,25.71
"SG-8157","SpiceJet","Delhi","Mumbai",25,25.71
"SG-8169","SpiceJet","Delhi","Mumbai",25,25.71
"6E-5328","Indigo","Delhi","Mumbai",25,29.43
"UK-977","Vistara","Delhi","Mumbai",25,30.4
"UK-963","Vistara","Delhi","Mumbai",25,30.4
"UK-941","Vistara","Delhi","Mumbai",25,30.4
"UK-955","Vistara","Delhi","Mumbai",25,30.4
"UK-943","Vistara","Delhi","Mumbai",25,32.46
"6E-6202","Indigo","Delhi","Mumbai",25,29.43
"6E-2046","Indigo","Delhi","Mumbai",25,29.43
"6E-5041","Indigo","Delhi","Mumbai",25,29.43
"6E-549","Indigo","Delhi","Mumbai",25,29.43
"6E-573","Indigo","Delhi","Mumbai",25,29.43
"6E-6722","Indigo","Delhi","Mumbai",25,29.43
"UK-975","Vistara","Delhi","Mumbai",26,24.28
"UK-953","Vistara","Delhi","Mumbai",26,24.28
"UK-981","Vistara","Delhi","Mumbai",26,24.28
"UK-927","Vistara","Delhi","Mumbai",26,26.48
"UK-993","Vistara","Delhi","Mumbai",26,26.48
"UK-951","Vistara","Delhi","Mumbai",26,26.48
"UK-933","Vistara","Delhi","Mumbai",26,26.48
"UK-985","Vistara","Delhi","Mumbai",26,26.48
"UK-995","Vistara","Delhi","Mumbai",26,26.48
"UK-945","Vistara","Delhi","Mumbai",26,26.48
"G8-7533","GO_FIRST","Delhi","Mumbai",26,23.64
"G8-7534","GO_FIRST","Delhi","Mumbai",26,23.64
"G8-7535","GO_FIRST","Delhi","Mumbai",26,23.64
"6E-171","Indigo","Delhi","Mumbai",26,23.64
"I5-764","AirAsia","Delhi","Mumbai",26,23.64
"6E-2054","Indigo","Delhi","Mumbai",26,23.64
"G8-530","GO_FIRST","Delhi","Mumbai",26,23.64
"6E-5001","Indigo","Delhi","Mumbai",26,23.64
"G8-334","GO_FIRST","Delhi","Mumbai",26,23.64
"6E-5329","Indigo","Delhi","Mumbai",26,23.64
"G8-354","GO_FIRST","Delhi","Mumbai",26,23.64
"6E-2137","Indigo","Delhi","Mumbai",26,23.64
"G8-2501","GO_FIRST","Delhi","Mumbai",26,23.64
"G8-336","GO_FIRST","Delhi","Mumbai",26,23.64
"G8-392","GO_FIRST","Delhi","Mumbai",26,23.64
"G8-346","GO_FIRST","Delhi","Mumbai",26,23.64
"6E-6261","Indigo","Delhi","Mumbai",26,23.64
"G8-330","GO_FIRST","Delhi","Mumbai",26,23.64
"6E-6278","Indigo","Delhi","Mumbai",26,23.64
"G8-338","GO_FIRST","Delhi","Mumbai",26,23.64
"6E-218","Indigo","Delhi","Mumbai",26,23.64
"G8-323","GO_FIRST","Delhi","Mumbai",26,23.64
"6E-2081","Indigo","Delhi","Mumbai",26,23.64
"AI-868","Air_India","Delhi","Mumbai",26,24.28
"AI-887","Air_India","Delhi","Mumbai",26,24.28
"AI-665","Air_India","Delhi","Mumbai",26,24.28
"AI-865","Air_India","Delhi","Mumbai",26,24.28
"AI-805","Air_India","Delhi","Mumbai",26,24.28
"AI-678","Air_India","Delhi","Mumbai",26,24.28
"AI-624","Air_India","Delhi","Mumbai",26,24.28
"SG-8709","SpiceJet","Delhi","Mumbai",26,25.71
"SG-8803","SpiceJet","Delhi","Mumbai",26,25.71
"SG-8157","SpiceJet","Delhi","Mumbai",26,25.71
"SG-8169","SpiceJet","Delhi","Mumbai",26,25.71
"6E-6202","Indigo","Delhi","Mumbai",26,29.43
"6E-2046","Indigo","Delhi","Mumbai",26,29.43
"6E-5041","Indigo","Delhi","Mumbai",26,29.43
"6E-549","Indigo","Delhi","Mumbai",26,29.43
"6E-573","Indigo","Delhi","Mumbai",26,29.43
"6E-6722","Indigo","Delhi","Mumbai",26,29.43
"6E-5328","Indigo","Delhi","Mumbai",26,29.43
"UK-943","Vistara","Delhi","Mumbai",26,30.4
"UK-977","Vistara","Delhi","Mumbai",26,30.4
"UK-963","Vistara","Delhi","Mumbai",26,30.4
"UK-941","Vistara","Delhi","Mumbai",26,30.4
"UK-955","Vistara","Delhi","Mumbai",26,30.4
"I5-482","AirAsia","Delhi","Mumbai",26,31.89
"UK-975","Vistara","Delhi","Mumbai",27,24.28
"UK-953","Vistara","Delhi","Mumbai",27,24.28
"UK-981","Vistara","Delhi","Mumbai",27,24.28
"UK-927","Vistara","Delhi","Mumbai",27,26.48
"UK-993","Vistara","Delhi","Mumbai",27,26.48
"UK-951","Vistara","Delhi","Mumbai",27,26.48
"UK-933","Vistara","Delhi","Mumbai",27,26.48
"UK-985","Vistara","Delhi","Mumbai",27,26.48
"UK-995","Vistara","Delhi","Mumbai",27,26.48
"UK-945","Vistara","Delhi","Mumbai",27,26.48
"G8-7533","GO_FIRST","Delhi","Mumbai",27,23.64
"G8-7534","GO_FIRST","Delhi","Mumbai",27,23.64
"G8-7535","GO_FIRST","Delhi","Mumbai",27,23.64
"6E-171","Indigo","Delhi","Mumbai",27,23.64
"I5-764","AirAsia","Delhi","Mumbai",27,23.64
"6E-2054","Indigo","Delhi","Mumbai",27,23.64
"G8-530","GO_FIRST","Delhi","Mumbai",27,23.64
"6E-5001","Indigo","Delhi","Mumbai",27,23.64
"G8-334","GO_FIRST","Delhi","Mumbai",27,23.64
"6E-5329","Indigo","Delhi","Mumbai",27,23.64
"6E-2137","Indigo","Delhi","Mumbai",27,23.64
"G8-2501","GO_FIRST","Delhi","Mumbai",27,23.64
"G8-336","GO_FIRST","Delhi","Mumbai",27,23.64
"G8-392","GO_FIRST","Delhi","Mumbai",27,23.64
"G8-346","GO_FIRST","Delhi","Mumbai",27,23.64
"I5-482","AirAsia","Delhi","Mumbai",27,23.64
"6E-6261","Indigo","Delhi","Mumbai",27,23.64
"G8-330","GO_FIRST","Delhi","Mumbai",27,23.64
"6E-6278","Indigo","Delhi","Mumbai",27,23.64
"G8-338","GO_FIRST","Delhi","Mumbai",27,23.64
"6E-218","Indigo","Delhi","Mumbai",27,23.64
"G8-323","GO_FIRST","Delhi","Mumbai",27,23.64
"6E-2081","Indigo","Delhi","Mumbai",27,23.64
"AI-868","Air_India","Delhi","Mumbai",27,24.28
"AI-887","Air_India","Delhi","Mumbai",27,24.28
"AI-665","Air_India","Delhi","Mumbai",27,24.28
"AI-805","Air_India","Delhi","Mumbai",27,24.28
"AI-678","Air_India","Delhi","Mumbai",27,24.28
"AI-624","Air_India","Delhi","Mumbai",27,24.28
"SG-8709","SpiceJet","Delhi","Mumbai",27,25.71
"SG-8803","SpiceJet","Delhi","Mumbai",27,25.71
"SG-8157","SpiceJet","Delhi","Mumbai",27,25.71
"SG-8169","SpiceJet","Delhi","Mumbai",27,25.71
"6E-5328","Indigo","Delhi","Mumbai",27,29.43
"UK-943","Vistara","Delhi","Mumbai",27,30.4
"UK-977","Vistara","Delhi","Mumbai",27,30.4
"UK-963","Vistara","Delhi","Mumbai",27,30.4
"UK-941","Vistara","Delhi","Mumbai",27,30.4
"UK-955","Vistara","Delhi","Mumbai",27,30.4
"6E-6202","Indigo","Delhi","Mumbai",27,29.43
"6E-5041","Indigo","Delhi","Mumbai",27,29.43
"6E-549","Indigo","Delhi","Mumbai",27,29.43
"6E-573","Indigo","Delhi","Mumbai",27,29.43
"6E-6722","Indigo","Delhi","Mumbai",27,29.43
"6E-2046","Indigo","Delhi","Mumbai",27,35.01
"UK-975","Vistara","Delhi","Mumbai",28,24.28
"UK-953","Vistara","Delhi","Mumbai",28,24.28
"UK-981","Vistara","Delhi","Mumbai",28,24.28
"UK-927","Vistara","Delhi","Mumbai",28,26.48
"UK-993","Vistara","Delhi","Mumbai",28,26.48
"UK-951","Vistara","Delhi","Mumbai",28,26.48
"UK-933","Vistara","Delhi","Mumbai",28,26.48
"UK-985","Vistara","Delhi","Mumbai",28,26.48
"UK-995","Vistara","Delhi","Mumbai",28,26.48
"UK-945","Vistara","Delhi","Mumbai",28,26.48
"G8-7533","GO_FIRST","Delhi","Mumbai",28,23.64
"G8-7534","GO_FIRST","Delhi","Mumbai",28,23.64
"G8-7535","GO_FIRST","Delhi","Mumbai",28,23.64
"6E-171","Indigo","Delhi","Mumbai",28,23.64
"I5-764","AirAsia","Delhi","Mumbai",28,23.64
"6E-2054","Indigo","Delhi","Mumbai",28,23.64
"G8-530","GO_FIRST","Delhi","Mumbai",28,23.64
"6E-5001","Indigo","Delhi","Mumbai",28,23.64
"G8-334","GO_FIRST","Delhi","Mumbai",28,23.64
"6E-5329","Indigo","Delhi","Mumbai",28,23.64
"6E-2137","Indigo","Delhi","Mumbai",28,23.64
"G8-2501","GO_FIRST","Delhi","Mumbai",28,23.64
"G8-336","GO_FIRST","Delhi","Mumbai",28,23.64
"G8-392","GO_FIRST","Delhi","Mumbai",28,23.64
"G8-346","GO_FIRST","Delhi","Mumbai",28,23.64
"I5-482","AirAsia","Delhi","Mumbai",28,23.64
"6E-6261","Indigo","Delhi","Mumbai",28,23.64
"G8-330","GO_FIRST","Delhi","Mumbai",28,23.64
"6E-6278","Indigo","Delhi","Mumbai",28,23.64
"G8-338","GO_FIRST","Delhi","Mumbai",28,23.64
"6E-218","Indigo","Delhi","Mumbai",28,23.64
"G8-323","GO_FIRST","Delhi","Mumbai",28,23.64
"6E-2081","Indigo","Delhi","Mumbai",28,23.64
"AI-868","Air_India","Delhi","Mumbai",28,24.28
"AI-887","Air_India","Delhi","Mumbai",28,24.28
"AI-665","Air_India","Delhi","Mumbai",28,24.28
"AI-865","Air_India","Delhi","Mumbai",28,24.28
"AI-805","Air_India","Delhi","Mumbai",28,24.28
"AI-678","Air_India","Delhi","Mumbai",28,24.28
"AI-624","Air_India","Delhi","Mumbai",28,24.28
"SG-8709","SpiceJet","Delhi","Mumbai",28,25.71
"SG-8803","SpiceJet","Delhi","Mumbai",28,25.71
"SG-8157","SpiceJet","Delhi","Mumbai",28,25.71
"SG-8169","SpiceJet","Delhi","Mumbai",28,25.71
"UK-943","Vistara","Delhi","Mumbai",28,30.4
"UK-977","Vistara","Delhi","Mumbai",28,30.4
"UK-963","Vistara","Delhi","Mumbai",28,30.4
"UK-941","Vistara","Delhi","Mumbai",28,30.4
"UK-955","Vistara","Delhi","Mumbai",28,30.4
"6E-6202","Indigo","Delhi","Mumbai",28,29.43
"6E-2046","Indigo","Delhi","Mumbai",28,29.43
"6E-5041","Indigo","Delhi","Mumbai",28,29.43
"6E-549","Indigo","Delhi","Mumbai",28,29.43
"6E-573","Indigo","Delhi","Mumbai",28,29.43
"6E-6722","Indigo","Delhi","Mumbai",28,29.43
"6E-5328","Indigo","Delhi","Mumbai",28,29.43
"UK-975","Vistara","Delhi","Mumbai",29,24.28
"UK-953","Vistara","Delhi","Mumbai",29,24.28
"UK-981","Vistara","Delhi","Mumbai",29,24.28
"UK-927","Vistara","Delhi","Mumbai",29,26.48
"UK-993","Vistara","Delhi","Mumbai",29,26.48
"UK-951","Vistara","Delhi","Mumbai",29,26.48
"UK-933","Vistara","Delhi","Mumbai",29,26.48
"UK-985","Vistara","Delhi","Mumbai",29,26.48
"UK-995","Vistara","Delhi","Mumbai",29,26.48
"UK-945","Vistara","Delhi","Mumbai",29,26.48
"G8-7533","GO_FIRST","Delhi","Mumbai",29,23.64
"G8-7534","GO_FIRST","Delhi","Mumbai",29,23.64
"G8-7535","GO_FIRST","Delhi","Mumbai",29,23.64
"6E-171","Indigo","Delhi","Mumbai",29,23.64
"I5-764","AirAsia","Delhi","Mumbai",29,23.64
"6E-2054","Indigo","Delhi","Mumbai",29,23.64
"G8-530","GO_FIRST","Delhi","Mumbai",29,23.64
"6E-5001","Indigo","Delhi","Mumbai",29,23.64
"G8-334","GO_FIRST","Delhi","Mumbai",29,23.64
"6E-5329","Indigo","Delhi","Mumbai",29,23.64
"G8-354","GO_FIRST","Delhi","Mumbai",29,23.64
"6E-2137","Indigo","Delhi","Mumbai",29,23.64
"G8-2501","GO_FIRST","Delhi","Mumbai",29,23.64
"G8-336","GO_FIRST","Delhi","Mumbai",29,23.64
"G8-392","GO_FIRST","Delhi","Mumbai",29,23.64
"G8-346","GO_FIRST","Delhi","Mumbai",29,23.64
"I5-482","AirAsia","Delhi","Mumbai",29,23.64
"6E-6261","Indigo","Delhi","Mumbai",29,23.64
"G8-330","GO_FIRST","Delhi","Mumbai",29,23.64
"6E-6278","Indigo","Delhi","Mumbai",29,23.64
"G8-338","GO_FIRST","Delhi","Mumbai",29,23.64
"6E-218","Indigo","Delhi","Mumbai",29,23.64
"G8-323","GO_FIRST","Delhi","Mumbai",29,23.64
"6E-2081","Indigo","Delhi","Mumbai",29,23.64
"AI-868","Air_India","Delhi","Mumbai",29,24.28
"AI-887","Air_India","Delhi","Mumbai",29,24.28
"AI-665","Air_India","Delhi","Mumbai",29,24.28
"AI-865","Air_India","Delhi","Mumbai",29,24.28
"AI-805","Air_India","Delhi","Mumbai",29,24.28
"AI-678","Air_India","Delhi","Mumbai",29,24.28
"AI-624","Air_India","Delhi","Mumbai",29,24.28
"SG-8709","SpiceJet","Delhi","Mumbai",29,25.71
"SG-8803","SpiceJet","Delhi","Mumbai",29,25.71
"SG-8157","SpiceJet","Delhi","Mumbai",29,25.71
"SG-8169","SpiceJet","Delhi","Mumbai",29,25.71
"6E-5328","Indigo","Delhi","Mumbai",29,29.43
"UK-943","Vistara","Delhi","Mumbai",29,30.4
"UK-977","Vistara","Delhi","Mumbai",29,30.4
"UK-963","Vistara","Delhi","Mumbai",29,30.4
"UK-941","Vistara","Delhi","Mumbai",29,30.4
"UK-955","Vistara","Delhi","Mumbai",29,30.4
"6E-6202","Indigo","Delhi","Mumbai",29,29.43
"6E-2046","Indigo","Delhi","Mumbai",29,29.43
"6E-5041","Indigo","Delhi","Mumbai",29,29.43
"6E-549","Indigo","Delhi","Mumbai",29,29.43
"6E-573","Indigo","Delhi","Mumbai",29,29.43
"6E-6722","Indigo","Delhi","Mumbai",29,40.39
"UK-975","Vistara","Delhi","Mumbai",30,24.28
"UK-953","Vistara","Delhi","Mumbai",30,24.28
"UK-981","Vistara","Delhi","Mumbai",30,24.28
"UK-927","Vistara","Delhi","Mumbai",30,26.48
"UK-993","Vistara","Delhi","Mumbai",30,26.48
"UK-951","Vistara","Delhi","Mumbai",30,26.48
"UK-933","Vistara","Delhi","Mumbai",30,26.48
"UK-985","Vistara","Delhi","Mumbai",30,26.48
"UK-995","Vistara","Delhi","Mumbai",30,26.48
"UK-945","Vistara","Delhi","Mumbai",30,26.48
"G8-7533","GO_FIRST","Delhi","Mumbai",30,23.64
"G8-7534","GO_FIRST","Delhi","Mumbai",30,23.64
"G8-7535","GO_FIRST","Delhi","Mumbai",30,23.64
"6E-171","Indigo","Delhi","Mumbai",30,23.64
"I5-764","AirAsia","Delhi","Mumbai",30,23.64
"6E-2054","Indigo","Delhi","Mumbai",30,23.64
"G8-530","GO_FIRST","Delhi","Mumbai",30,23.64
"6E-5001","Indigo","Delhi","Mumbai",30,23.64
"G8-334","GO_FIRST","Delhi","Mumbai",30,23.64
"6E-5329","Indigo","Delhi","Mumbai",30,23.64
"G8-354","GO_FIRST","Delhi","Mumbai",30,23.64
"6E-2137","Indigo","Delhi","Mumbai",30,23.64
"G8-2501","GO_FIRST","Delhi","Mumbai",30,23.64
"G8-336","GO_FIRST","Delhi","Mumbai",30,23.64
"G8-392","GO_FIRST","Delhi","Mumbai",30,23.64
"G8-346","GO_FIRST","Delhi","Mumbai",30,23.64
"I5-482","AirAsia","Delhi","Mumbai",30,23.64
"6E-6261","Indigo","Delhi","Mumbai",30,23.64
"G8-330","GO_FIRST","Delhi","Mumbai",30,23.64
"6E-6278","Indigo","Delhi","Mumbai",30,23.64
"G8-338","GO_FIRST","Delhi","Mumbai",30,23.64
"6E-218","Indigo","Delhi","Mumbai",30,23.64
"G8-323","GO_FIRST","Delhi","Mumbai",30,23.64
"6E-2081","Indigo","Delhi","Mumbai",30,23.64
"SG-8803","SpiceJet","Delhi","Mumbai",30,24.09
"SG-8157","SpiceJet","Delhi","Mumbai",30,24.09
"AI-868","Air_India","Delhi","Mumbai",30,24.28
"AI-887","Air_India","Delhi","Mumbai",30,24.28
"AI-665","Air_India","Delhi","Mumbai",30,24.28
"AI-865","Air_India","Delhi","Mumbai",30,24.28
"AI-805","Air_India","Delhi","Mumbai",30,24.28
"AI-678","Air_India","Delhi","Mumbai",30,24.28
"AI-624","Air_India","Delhi","Mumbai",30,24.28
"SG-8709","SpiceJet","Delhi","Mumbai",30,25.71
"SG-8169","SpiceJet","Delhi","Mumbai",30,25.71
"UK-943","Vistara","Delhi","Mumbai",30,30.4
"UK-977","Vistara","Delhi","Mumbai",30,30.4
"UK-963","Vistara","Delhi","Mumbai",30,30.4
"UK-941","Vistara","Delhi","Mumbai",30,30.4
"UK-955","Vistara","Delhi","Mumbai",30,30.4
"6E-6202","Indigo","Delhi","Mumbai",30,29.43
"6E-2046","Indigo","Delhi","Mumbai",30,29.43
"6E-5041","Indigo","Delhi","Mumbai",30,29.43
"6E-549","Indigo","Delhi","Mumbai",30,29.43
"6E-5328","Indigo","Delhi","Mumbai",30,29.43
"6E-573","Indigo","Delhi","Mumbai",30,35.01
"6E-6722","Indigo","Delhi","Mumbai",30,43.93
"UK-953","Vistara","Delhi","Mumbai",31,24.28
"UK-981","Vistara","Delhi","Mumbai",31,24.28
"UK-927","Vistara","Delhi","Mumbai",31,26.48
"UK-993","Vistara","Delhi","Mumbai",31,26.48
"UK-951","Vistara","Delhi","Mumbai",31,26.48
"UK-933","Vistara","Delhi","Mumbai",31,26.48
"UK-985","Vistara","Delhi","Mumbai",31,26.48
"UK-995","Vistara","Delhi","Mumbai",31,26.48
"UK-945","Vistara","Delhi","Mumbai",31,26.48
"G8-7533","GO_FIRST","Delhi","Mumbai",31,23.64
"G8-7534","GO_FIRST","Delhi","Mumbai",31,23.64
"G8-7535","GO_FIRST","Delhi","Mumbai",31,23.64
"6E-171","Indigo","Delhi","Mumbai",31,23.64
"I5-764","AirAsia","Delhi","Mumbai",31,23.64
"6E-2054","Indigo","Delhi","Mumbai",31,23.64
"G8-530","GO_FIRST","Delhi","Mumbai",31,23.64
"6E-5001","Indigo","Delhi","Mumbai",31,23.64
"G8-334","GO_FIRST","Delhi","Mumbai",31,23.64
"6E-5329","Indigo","Delhi","Mumbai",31,23.64
"G8-354","GO_FIRST","Delhi","Mumbai",31,23.64
"6E-2137","Indigo","Delhi","Mumbai",31,23.64
"G8-2501","GO_FIRST","Delhi","Mumbai",31,23.64
"G8-336","GO_FIRST","Delhi","Mumbai",31,23.64
"G8-392","GO_FIRST","Delhi","Mumbai",31,23.64
"G8-346","GO_FIRST","Delhi","Mumbai",31,23.64
"6E-6261","Indigo","Delhi","Mumbai",31,23.64
"G8-330","GO_FIRST","Delhi","Mumbai",31,23.64
"6E-6278","Indigo","Delhi","Mumbai",31,23.64
"G8-338","GO_FIRST","Delhi","Mumbai",31,23.64
"6E-218","Indigo","Delhi","Mumbai",31,23.64
"G8-323","GO_FIRST","Delhi","Mumbai",31,23.64
"6E-2081","Indigo","Delhi","Mumbai",31,23.64
"SG-8803","SpiceJet","Delhi","Mumbai",31,24.09
"SG-8157","SpiceJet","Delhi","Mumbai",31,24.09
"SG-8169","SpiceJet","Delhi","Mumbai",31,24.09
"AI-868","Air_India","Delhi","Mumbai",31,24.28
"AI-887","Air_India","Delhi","Mumbai",31,24.28
"AI-665","Air_India","Delhi","Mumbai",31,24.28
"AI-865","Air_India","Delhi","Mumbai",31,24.28
"AI-805","Air_India","Delhi","Mumbai",31,24.28
"AI-678","Air_India","Delhi","Mumbai",31,24.28
"AI-624","Air_India","Delhi","Mumbai",31,24.28
"6E-6202","Indigo","Delhi","Mumbai",31,25.19
