"earnings","height","weight"
84054.75,178,72.6
84054.75,183,87.1
84054.75,183,88.5
84054.75,168,74.8
28560.38671875,183,122.5
84054.75,183,86.2
84054.75,180,113.4
84054.75,180,93.4
23362.873046875,165,78
33712.96875,183,77.1
84054.75,185,83.9
18168.841796875,160,43.1
84054.75,183,72.6
44152.16015625,180,74.8
84054.75,188,104.3
84054.75,180,90.7
84054.75,183,83.9
84054.75,173,77.1
84054.75,175,78.5
84054.75,170,77.1
84054.75,185,88.5
38925.3359375,163,77.1
84054.75,170,81.6
84054.75,170,70.3
23362.873046875,175,81.6
84054.75,178,93
84054.75,188,74.8
23362.873046875,168,79.4
33712.96875,183,70.3
84054.75,185,113.4
38925.3359375,175,90.7
84054.75,180,95.3
84054.75,175,83.9
33712.96875,188,111.1
44152.16015625,183,108.9
23362.873046875,183,99.8
84054.75,183,86.2
84054.75,198,90.7
84054.75,175,81.6
84054.75,198,86.2
49430.109375,185,102.1
84054.75,185,87.5
84054.75,180,93
84054.75,175,62.6
38925.3359375,180,70.3
84054.75,183,90.7
84054.75,173,68
84054.75,168,59.9
84054.75,190,122.5
84054.75,188,100.7
84054.75,178,77.1
33712.96875,178,74.8
33712.96875,183,83.9
84054.75,168,90.7
84054.75,180,79.4
84054.75,163,65.8
84054.75,188,76.2
38925.3359375,170,77.1
84054.75,180,77.1
11953.455078125,183,69.9
84054.75,188,108.9
84054.75,180,72.6
38925.3359375,165,68
38925.3359375,183,83.9
84054.75,175,74.8
84054.75,170,83.9
49430.109375,175,72.6
33712.96875,180,88.5
44152.16015625,165,65.8
84054.75,175,83.9
20305.509765625,183,68
38925.3359375,180,77.1
84054.75,178,77.1
38925.3359375,170,64.4
23362.873046875,185,86.2
49430.109375,170,63.5
84054.75,175,76.7
38925.3359375,178,90.7
49430.109375,173,79.4
84054.75,178,72.6
44152.16015625,183,120.2
38925.3359375,183,77.1
84054.75,185,74.8
84054.75,193,101.2
84054.75,193,129.7
84054.75,185,102.1
84054.75,185,122.5
16081.587890625,175,120.2
28560.38671875,168,72.6
28560.38671875,173,73.5
23362.873046875,170,81.6
44152.16015625,178,77.1
44152.16015625,175,81.6
84054.75,178,81.6
84054.75,157,63.5
84054.75,175,61.2
84054.75,180,86.6
84054.75,185,106.6
23362.873046875,183,102.1
23362.873046875,178,97.5
84054.75,178,74.8
84054.75,175,81.6
84054.75,183,86.2
33712.96875,173,59.9
33712.96875,175,78.9
84054.75,170,71.7
44152.16015625,165,95.3
33712.96875,168,63.5
84054.75,183,86.2
84054.75,175,117.9
84054.75,183,102.1
84054.75,180,77.1
44152.16015625,178,77.1
49430.109375,175,79.4
84054.75,168,104.3
84054.75,183,91.6
84054.75,180,81.6
84054.75,178,81.6
84054.75,160,67.1
84054.75,180,77.1
49430.109375,163,70.3
28560.38671875,170,136.1
33712.96875,175,77.1
20305.509765625,185,77.1
84054.75,178,86.2
49430.109375,178,77.1
84054.75,165,74.8
23362.873046875,190,86.2
44152.16015625,183,81.6
84054.75,190,108.9
84054.75,173,90.7
18168.841796875,163,74.8
84054.75,178,104.3
23362.873046875,173,68
84054.75,163,68
84054.75,180,81.6
49430.109375,173,66.7
84054.75,173,81.6
44152.16015625,180,81.6
84054.75,168,68.9
33712.96875,173,69.4
23362.873046875,175,74.4
84054.75,183,117.9
84054.75,183,81.6
38925.3359375,190,104.3
84054.75,188,81.6
38925.3359375,190,83.9
33712.96875,175,80.7
84054.75,168,63.5
84054.75,180,86.2
49430.109375,188,117.9
84054.75,155,89.4
49430.109375,185,88.5
84054.75,183,83.9
18168.841796875,173,74.8
84054.75,175,81.6
33712.96875,178,79.4
84054.75,180,95.3
28560.38671875,173,86.2
84054.75,185,86.2
84054.75,168,67.6
33712.96875,193,86.2
84054.75,185,90.7
44152.16015625,170,70.3
84054.75,178,86.2
44152.16015625,183,76.2
84054.75,165,65.3
84054.75,180,74.8
44152.16015625,157,62.6
84054.75,183,99.8
33712.96875,170,74.8
84054.75,170,74.8
44152.16015625,178,74.8
28560.38671875,178,99.8
23362.873046875,173,63.5
49430.109375,173,70.3
49430.109375,180,68.9
84054.75,188,108.9
84054.75,178,82.6
84054.75,185,90.7
84054.75,170,63.5
49430.109375,180,88.5
84054.75,183,79.4
84054.75,183,90.7
84054.75,175,104.3
84054.75,178,88.5
84054.75,178,86.2
44152.16015625,178,77.1
84054.75,183,74.8
28560.38671875,183,88.5
49430.109375,178,78
49430.109375,178,79.4
38925.3359375,183,81.6
33712.96875,185,86.2
84054.75,173,71.7
38925.3359375,173,74.8
84054.75,183,78.9
16081.587890625,180,104.3
84054.75,180,93.4
84054.75,183,81.6
38925.3359375,183,72.6
84054.75,183,83.9
84054.75,173,68
84054.75,178,77.1
84054.75,178,86.2
38925.3359375,183,83.9
84054.75,168,64.4
84054.75,183,74.8
84054.75,175,80.7
23362.873046875,170,90.7
84054.75,180,88.9
84054.75,185,70.3
84054.75,185,77.1
84054.75,178,77.1
84054.75,178,77.1
84054.75,198,117.9
84054.75,183,97.5
84054.75,180,63.5
44152.16015625,185,93
84054.75,170,74.8
84054.75,188,90.7
84054.75,183,72.6
84054.75,185,77.1
14021.39453125,178,80.3
84054.75,185,79.8
44152.16015625,193,77.1
44152.16015625,173,97.5
17171.263671875,175,81.6
23362.873046875,196,113.4
84054.75,165,59.9
49430.109375,185,131.5
84054.75,180,95.7
84054.75,178,95.3
84054.75,190,90.7
84054.75,170,104.3
84054.75,165,81.6
84054.75,188,99.8
49430.109375,183,83.9
84054.75,178,72.6
84054.75,178,90.7
44152.16015625,180,88.5
84054.75,173,81.6
28560.38671875,168,95.3
84054.75,178,90.7
49430.109375,180,61.2
84054.75,180,102.5
44152.16015625,180,90.7
84054.75,183,79.4
84054.75,188,88.5
84054.75,180,90.3
84054.75,188,70.3
84054.75,178,77.1
84054.75,180,90.7
84054.75,175,68
84054.75,180,98.9
84054.75,170,63.5
38925.3359375,180,86.2
23362.873046875,170,68
28560.38671875,180,63.5
84054.75,173,88.5
44152.16015625,173,77.1
84054.75,173,87.5
84054.75,175,79.4
49430.109375,175,81.6
84054.75,183,83.9
84054.75,183,77.1
84054.75,173,99.8
44152.16015625,175,77.1
38925.3359375,170,61.7
49430.109375,193,122.5
84054.75,178,86.2
84054.75,188,90.7
84054.75,183,90.7
84054.75,180,93
84054.75,185,89.4
84054.75,180,87.1
33712.96875,165,63.5
38925.3359375,170,98.9
84054.75,175,68
84054.75,170,70.3
84054.75,168,71.2
33712.96875,168,70.3
33712.96875,180,93
44152.16015625,183,96.2
84054.75,173,93
84054.75,173,95.3
33712.96875,180,78
84054.75,170,68
84054.75,168,77.1
84054.75,178,70.3
38925.3359375,188,90.7
33712.96875,178,108.9
84054.75,180,74.8
84054.75,178,81.6
49430.109375,175,65.8
84054.75,185,95.3
84054.75,183,99.8
84054.75,168,65.8
23362.873046875,188,93
28560.38671875,188,106.6
84054.75,178,81.6
84054.75,173,77.1
28560.38671875,175,88.5
33712.96875,180,68
23362.873046875,175,85.3
84054.75,183,86.2
84054.75,188,72.6
44152.16015625,183,83.9
84054.75,168,72.6
49430.109375,183,81.6
84054.75,170,74.8
84054.75,178,77.1
84054.75,178,79.4
44152.16015625,165,56.7
84054.75,178,78
84054.75,163,72.6
84054.75,180,81.6
84054.75,180,81.6
84054.75,180,90.7
33712.96875,165,63.5
49430.109375,173,72.6
84054.75,175,93
84054.75,183,88.5
44152.16015625,170,74.8
84054.75,170,68
84054.75,168,77.1
28560.38671875,180,59
84054.75,178,72.6
49430.109375,178,97.5
84054.75,183,79.4
84054.75,175,72.6
84054.75,168,79.4
44152.16015625,175,83.9
84054.75,170,76.2
23362.873046875,185,63.5
84054.75,183,72.6
84054.75,173,79.4
84054.75,190,81.6
84054.75,178,79.4
84054.75,183,91.6
23362.873046875,175,74.8
84054.75,180,88.5
84054.75,170,65.8
84054.75,190,81.6
84054.75,180,83.9
33712.96875,183,104.3
38925.3359375,188,81.6
23362.873046875,175,63.5
23362.873046875,190,104.3
84054.75,180,77.1
84054.75,175,70.3
84054.75,170,74.8
44152.16015625,178,90.7
84054.75,183,83.9
38925.3359375,165,63.5
84054.75,188,95.3
84054.75,178,79.4
28560.38671875,193,88
28560.38671875,170,72.6
84054.75,180,86.2
84054.75,190,90.7
84054.75,183,99.8
84054.75,183,86.6
84054.75,173,59
84054.75,183,81.6
28560.38671875,175,90.7
44152.16015625,168,102.1
84054.75,165,56.7
84054.75,175,81.6
28560.38671875,168,78.5
84054.75,183,115.7
84054.75,178,95.3
84054.75,165,68
84054.75,175,72.6
84054.75,183,83.9
44152.16015625,173,80.7
84054.75,193,79.4
84054.75,168,68
44152.16015625,178,102.1
84054.75,183,125.6
84054.75,173,66.7
84054.75,175,108.9
84054.75,178,90.7
84054.75,173,111.1
84054.75,203,93
44152.16015625,180,72.6
49430.109375,183,109.8
49430.109375,185,90.7
49430.109375,183,108.9
84054.75,173,78.9
23362.873046875,185,107
33712.96875,185,74.8
38925.3359375,155,77.1
84054.75,183,78.9
84054.75,178,86.2
84054.75,185,97.5
84054.75,185,81.6
84054.75,180,90.7
23362.873046875,173,80.7
84054.75,188,90.7
84054.75,185,88.5
84054.75,188,86.2
84054.75,173,74.8
33712.96875,183,79.4
84054.75,173,72.6
84054.75,178,70.3
38925.3359375,178,81.6
84054.75,183,93
84054.75,180,77.1
84054.75,170,65.8
20305.509765625,180,136.1
44152.16015625,175,86.2
49430.109375,193,117.9
84054.75,175,68
84054.75,190,79.4
38925.3359375,188,79.4
84054.75,170,70.3
84054.75,180,72.6
84054.75,178,85.7
38925.3359375,173,90.7
33712.96875,178,81.6
23362.873046875,183,79.4
49430.109375,178,83.9
44152.16015625,185,77.1
84054.75,170,78
84054.75,175,90.7
84054.75,178,78
84054.75,173,76.2
84054.75,180,79.4
84054.75,183,83.9
84054.75,178,90.7
84054.75,178,79.4
84054.75,183,81.6
49430.109375,178,97.5
84054.75,183,77.1
38925.3359375,173,83.9
84054.75,163,74.8
84054.75,168,86.2
33712.96875,175,77.1
84054.75,196,110.7
84054.75,180,72.6
33712.96875,168,74.8
84054.75,190,102.1
84054.75,188,97.5
84054.75,180,74.8
28560.38671875,175,74.8
84054.75,178,67.1
38925.3359375,165,60.8
28560.38671875,183,88.5
84054.75,183,81.6
84054.75,180,77.1
38925.3359375,168,63.5
84054.75,185,108.9
84054.75,190,87.1
84054.75,165,77.1
33712.96875,180,90.7
12954.765625,178,68
38925.3359375,165,56.7
84054.75,180,93
84054.75,178,71.2
84054.75,183,102.1
84054.75,180,117.9
33712.96875,180,63.5
84054.75,168,56.7
23362.873046875,196,113.9
84054.75,178,77.1
28560.38671875,178,93
38925.3359375,183,106.6
84054.75,178,86.2
84054.75,178,72.1
84054.75,188,95.3
38925.3359375,183,93
84054.75,188,88.5
84054.75,180,72.6
33712.96875,180,77.1
84054.75,175,68
38925.3359375,180,93
84054.75,185,99.8
84054.75,173,79.4
49430.109375,188,95.3
33712.96875,157,117.9
44152.16015625,178,74.8
84054.75,180,79.4
28560.38671875,180,90.7
38925.3359375,175,90.7
84054.75,183,78.5
33712.96875,175,78
84054.75,180,102.1
49430.109375,168,81.6
38925.3359375,170,52.6
84054.75,178,99.8
84054.75,180,77.1
84054.75,185,95.3
38925.3359375,183,77.1
15081.9755859375,183,86.2
49430.109375,178,97.5
84054.75,180,68
49430.109375,178,79.4
84054.75,185,104.3
84054.75,173,90.7
84054.75,185,81.6
84054.75,175,82.6
84054.75,168,68
38925.3359375,188,77.1
84054.75,188,83.9
84054.75,190,90.7
84054.75,183,86.2
84054.75,183,79.4
84054.75,178,90.7
44152.16015625,185,83.9
84054.75,173,79.4
49430.109375,193,131.5
84054.75,180,91.2
84054.75,193,94.3
84054.75,178,104.3
10865.4287109375,152,72.6
49430.109375,168,68.9
38925.3359375,183,70.3
84054.75,180,97.5
38925.3359375,175,83.9
44152.16015625,178,108.9
84054.75,183,79.4
49430.109375,173,78.5
84054.75,180,72.6
84054.75,188,93
38925.3359375,180,70.3
33712.96875,188,90.7
84054.75,173,83.9
84054.75,183,106.6
84054.75,180,72.6
33712.96875,178,69.4
84054.75,180,77.1
38925.3359375,178,73.5
44152.16015625,188,86.2
84054.75,180,93
84054.75,183,74.8
84054.75,178,79.4
84054.75,175,86.2
84054.75,188,104.3
33712.96875,175,65.8
38925.3359375,175,117.9
84054.75,180,88.5
33712.96875,190,72.6
84054.75,175,95.3
84054.75,175,70.3
84054.75,183,82.6
84054.75,188,127
84054.75,183,122.5
84054.75,185,99.8
84054.75,183,98.4
84054.75,180,77.1
33712.96875,190,90.7
84054.75,175,74.8
4726.39111328125,170,61.7
23362.873046875,183,86.2
38925.3359375,170,88.5
44152.16015625,178,86.2
5675.8955078125,183,70.3
38925.3359375,178,65.8
84054.75,175,77.1
84054.75,183,77.1
44152.16015625,178,99.8
49430.109375,170,77.1
84054.75,185,95.3
84054.75,183,86.2
23362.873046875,178,72.6
38925.3359375,175,79.4
49430.109375,190,108.9
28560.38671875,175,83.9
84054.75,183,79.4
84054.75,178,79.4
14021.39453125,180,54.4
84054.75,185,104.3
84054.75,190,117.9
28560.38671875,180,131.5
84054.75,178,90.7
84054.75,185,99.8
38925.3359375,180,70.8
84054.75,183,95.3
84054.75,173,74.8
49430.109375,180,77.1
84054.75,168,72.6
84054.75,168,62.1
84054.75,175,81.6
49430.109375,178,77.1
84054.75,193,108.9
49430.109375,168,63.5
84054.75,198,108.9
84054.75,168,104.3
38925.3359375,178,86.2
84054.75,185,108.9
84054.75,183,80.7
38925.3359375,180,73.5
84054.75,175,79.4
44152.16015625,178,72.6
84054.75,188,102.1
84054.75,185,102.1
84054.75,170,97.5
84054.75,183,87.1
84054.75,183,81.6
28560.38671875,178,95.3
84054.75,185,88.5
84054.75,178,72.6
84054.75,178,86.2
84054.75,180,86.2
84054.75,190,84.8
38925.3359375,180,77.1
16081.587890625,188,90.7
28560.38671875,175,65.8
16081.587890625,185,78.9
84054.75,183,79.4
33712.96875,168,65.8
84054.75,180,81.6
6711.28759765625,178,89.8
33712.96875,188,93
44152.16015625,198,86.2
44152.16015625,173,81.6
44152.16015625,175,86.2
84054.75,173,95.3
84054.75,168,67.1
84054.75,170,83.9
84054.75,178,85.3
49430.109375,183,77.1
84054.75,178,72.6
84054.75,173,81.6
84054.75,178,90.7
84054.75,173,93
84054.75,190,106.6
38925.3359375,178,83.9
49430.109375,183,81.6
84054.75,185,136.1
84054.75,173,77.1
84054.75,180,86.2
38925.3359375,178,89.8
84054.75,188,95.3
84054.75,180,74.8
84054.75,170,108.9
84054.75,163,67.1
84054.75,178,72.6
49430.109375,183,99.8
84054.75,175,86.2
84054.75,168,74.8
84054.75,188,90.7
84054.75,165,62.6
84054.75,178,77.1
33712.96875,190,93.9
44152.16015625,175,85.3
44152.16015625,175,71.2
84054.75,180,95.7
84054.75,188,87.1
84054.75,170,74.8
84054.75,170,81.6
84054.75,183,99.8
44152.16015625,180,82.6
28560.38671875,170,56.7
84054.75,173,78
84054.75,180,95.3
49430.109375,165,63.5
84054.75,185,81.6
23362.873046875,170,99.8
44152.16015625,180,72.6
84054.75,183,88.5
84054.75,175,113.4
84054.75,180,97.5
84054.75,170,65.8
84054.75,175,73.5
44152.16015625,190,86.2
23362.873046875,193,85.3
49430.109375,183,90.7
84054.75,178,104.3
84054.75,180,81.6
84054.75,185,95.3
49430.109375,188,99.8
28560.38671875,185,81.6
49430.109375,180,81.6
84054.75,190,88.5
28560.38671875,188,86.2
84054.75,173,89.8
84054.75,193,89.8
49430.109375,175,72.6
38925.3359375,175,68
49430.109375,180,65.8
84054.75,183,86.2
44152.16015625,178,72.6
84054.75,175,79.4
84054.75,183,108.9
44152.16015625,190,88.5
44152.16015625,180,69.9
84054.75,183,98.9
33712.96875,180,74.8
38925.3359375,178,117.9
38925.3359375,190,89.8
28560.38671875,188,93
84054.75,188,87.1
84054.75,175,80.7
84054.75,175,80.7
84054.75,175,59
84054.75,173,77.1
84054.75,178,81.6
38925.3359375,168,120.2
44152.16015625,175,68
84054.75,165,71.7
84054.75,183,90.7
49430.109375,183,90.7
33712.96875,175,95.3
84054.75,185,97.5
38925.3359375,193,99.8
49430.109375,175,72.6
38925.3359375,175,113.4
84054.75,183,88.5
84054.75,190,95.3
84054.75,183,88.5
84054.75,185,90.7
84054.75,183,108.9
84054.75,165,95.3
84054.75,175,70.3
84054.75,173,77.1
38925.3359375,168,63.5
84054.75,173,56.7
84054.75,178,82.6
84054.75,180,80.7
33712.96875,188,79.4
84054.75,190,79.4
44152.16015625,175,79.4
84054.75,165,64.4
84054.75,170,83.9
84054.75,168,59
33712.96875,183,97.5
84054.75,170,71.7
84054.75,193,97.5
38925.3359375,185,83.9
84054.75,185,81.6
84054.75,170,65.8
38925.3359375,175,74.8
38925.3359375,185,88.5
38925.3359375,183,122.5
84054.75,175,127
38925.3359375,188,104.3
10865.4287109375,185,136.1
84054.75,188,73.9
49430.109375,180,90.7
84054.75,185,108.9
44152.16015625,183,90.7
84054.75,183,90.7
84054.75,180,86.2
84054.75,175,74.8
49430.109375,175,81.6
38925.3359375,183,79.4
33712.96875,175,70.3
49430.109375,185,113.4
33712.96875,180,86.2
84054.75,180,81.6
44152.16015625,170,68
84054.75,178,108.9
84054.75,178,68
38925.3359375,173,81.6
49430.109375,180,73.9
84054.75,180,81.6
84054.75,173,78.5
20305.509765625,168,83.9
84054.75,183,83.9
33712.96875,178,74.4
84054.75,168,59
28560.38671875,183,90.7
84054.75,163,74.8
84054.75,183,83.9
84054.75,178,79.4
28560.38671875,190,77.1
44152.16015625,183,85.7
84054.75,180,93
44152.16015625,163,227.2
44152.16015625,180,83.5
23362.873046875,173,61.2
28560.38671875,175,72.6
28560.38671875,183,108
23362.873046875,178,90.7
38925.3359375,178,70.3
84054.75,168,85.7
33712.96875,188,93
84054.75,168,76.2
33712.96875,173,78.5
44152.16015625,188,70.3
33712.96875,178,77.1
84054.75,160,70.3
23362.873046875,165,68
84054.75,183,104.3
44152.16015625,193,102.1
38925.3359375,190,104.3
44152.16015625,165,68
49430.109375,188,83.9
84054.75,168,70.8
84054.75,170,68
49430.109375,165,61.2
38925.3359375,168,95.3
84054.75,183,65.8
23362.873046875,173,87.1
84054.75,183,74.8
84054.75,183,88.5
17171.263671875,170,72.6
84054.75,175,68
28560.38671875,170,96.2
23362.873046875,163,68.9
84054.75,183,104.3
33712.96875,178,77.1
49430.109375,178,68
49430.109375,180,102.1
84054.75,170,88.5
44152.16015625,183,136.1
84054.75,170,68
28560.38671875,190,97.5
49430.109375,190,78.5
84054.75,183,104.3
33712.96875,178,79.4
23362.873046875,178,69.9
49430.109375,188,88.5
49430.109375,178,90.7
84054.75,183,74.8
44152.16015625,180,79.4
84054.75,175,86.2
49430.109375,168,77.1
84054.75,178,81.6
49430.109375,178,70.3
49430.109375,180,86.2
49430.109375,165,88.5
84054.75,175,68
33712.96875,160,68
38925.3359375,180,88.5
44152.16015625,180,81.6
49430.109375,180,86.2
84054.75,173,77.1
84054.75,178,96.6
44152.16015625,178,90.7
33712.96875,163,52.2
20305.509765625,180,86.2
84054.75,168,79.8
84054.75,163,52.2
84054.75,183,65.8
38925.3359375,180,102.1
28560.38671875,163,66.2
28560.38671875,173,70.3
84054.75,170,72.6
20305.509765625,188,81.6
28560.38671875,168,61.2
23362.873046875,180,106.6
18168.841796875,175,98.4
84054.75,190,98.4
38925.3359375,180,86.2
33712.96875,175,72.6
49430.109375,180,127
38925.3359375,173,72.6
28560.38671875,180,124.7
84054.75,170,55.8
84054.75,180,92.1
84054.75,180,95.3
5675.8955078125,178,53.1
44152.16015625,180,81.6
28560.38671875,193,105.2
23362.873046875,173,61.2
12954.765625,180,83.9
44152.16015625,190,94.3
23362.873046875,168,64.4
84054.75,188,81.6
84054.75,173,73.9
84054.75,185,77.1
84054.75,170,72.6
49430.109375,173,68
44152.16015625,178,90.7
33712.96875,190,99.8
84054.75,173,59
84054.75,175,79.4
33712.96875,168,63.5
33712.96875,180,86.2
38925.3359375,165,61.2
84054.75,180,90.7
33712.96875,188,83.9
33712.96875,175,68
28560.38671875,185,72.6
28560.38671875,180,79.4
49430.109375,180,92.1
44152.16015625,170,72.6
20305.509765625,180,77.1
33712.96875,175,79.4
44152.16015625,180,74.8
44152.16015625,178,103.4
23362.873046875,180,78.9
84054.75,175,72.6
28560.38671875,188,99.8
84054.75,168,72.6
44152.16015625,178,81.6
38925.3359375,180,70.3
23362.873046875,160,77.1
84054.75,185,102.1
84054.75,183,106.6
28560.38671875,173,79.4
84054.75,178,72.6
84054.75,183,94.3
10865.4287109375,183,68
23362.873046875,188,90.7
84054.75,183,113.4
44152.16015625,170,81.6
84054.75,173,77.1
28560.38671875,173,70.3
84054.75,183,70.3
44152.16015625,183,83.9
28560.38671875,185,83.9
84054.75,183,74.8
84054.75,175,90.7
38925.3359375,163,63.5
38925.3359375,180,86.2
28560.38671875,183,106.6
84054.75,173,102.1
84054.75,185,72.6
84054.75,180,59
23362.873046875,180,83.5
28560.38671875,165,45.4
44152.16015625,180,81.6
84054.75,180,83.9
84054.75,173,73.5
84054.75,173,65.8
28560.38671875,178,75.3
84054.75,178,86.2
23362.873046875,180,59
38925.3359375,188,124.7
44152.16015625,163,54
12954.765625,183,95.3
84054.75,178,79.4
84054.75,183,86.6
84054.75,178,85.3
38925.3359375,168,68
33712.96875,173,104.3
38925.3359375,178,104.3
10865.4287109375,188,90.7
84054.75,178,86.2
23362.873046875,170,104.3
84054.75,173,68
44152.16015625,175,89.8
84054.75,183,90.7
15081.9755859375,173,88.5
49430.109375,188,97.5
44152.16015625,178,95.3
33712.96875,183,95.3
84054.75,175,90.7
84054.75,175,70.3
33712.96875,173,95.3
12954.765625,183,81.6
84054.75,168,63.5
49430.109375,160,65.8
38925.3359375,183,83.9
44152.16015625,175,81.6
28560.38671875,185,94.3
23362.873046875,173,68
28560.38671875,185,99.8
84054.75,175,77.1
28560.38671875,175,79.4
84054.75,178,70.3
84054.75,180,86.2
28560.38671875,185,79.4
17171.263671875,178,74.8
28560.38671875,188,117.9
33712.96875,178,72.6
84054.75,178,83.9
84054.75,178,77.1
33712.96875,170,81.2
84054.75,185,83.9
84054.75,175,65.8
84054.75,178,77.1
33712.96875,180,95.3
84054.75,185,93
19237.1953125,175,83.9
49430.109375,178,86.2
49430.109375,180,70.3
84054.75,175,83.9
33712.96875,178,79.4
44152.16015625,180,91.2
84054.75,168,63.5
28560.38671875,180,90.7
49430.109375,178,74.8
84054.75,173,79.4
28560.38671875,178,86.2
84054.75,185,72.6
84054.75,183,81.6
38925.3359375,193,93
28560.38671875,183,79.4
49430.109375,170,74.8
33712.96875,178,68
23362.873046875,183,99.8
23362.873046875,175,83.9
84054.75,180,83.9
23362.873046875,178,111.1
38925.3359375,180,81.2
84054.75,183,102.1
84054.75,180,79.4
44152.16015625,183,90.7
28560.38671875,175,77.1
44152.16015625,170,68
84054.75,170,79.4
38925.3359375,185,99.8
16081.587890625,173,74.8
28560.38671875,175,90.7
33712.96875,173,90.7
84054.75,180,80.7
8826.6513671875,173,72.6
44152.16015625,188,91.6
84054.75,185,74.8
19237.1953125,185,104.3
33712.96875,193,90.7
49430.109375,180,122.5
84054.75,180,77.1
33712.96875,180,99.8
84054.75,178,80.7
84054.75,178,68
84054.75,175,99.8
23362.873046875,178,83
44152.16015625,185,94.3
23362.873046875,175,77.1
23362.873046875,188,79.4
84054.75,173,72.6
44152.16015625,170,72.6
23362.873046875,180,73.5
38925.3359375,163,77.1
10865.4287109375,168,86.2
84054.75,180,104.3
84054.75,185,90.7
33712.96875,173,81.6
23362.873046875,185,145.1
28560.38671875,170,65.3
84054.75,165,59
11953.455078125,178,113.4
28560.38671875,173,81.6
49430.109375,170,77.1
49430.109375,173,72.6
84054.75,175,76.2
84054.75,175,81.6
84054.75,185,79.4
44152.16015625,170,81.6
84054.75,188,81.6
49430.109375,178,81.6
44152.16015625,168,98
38925.3359375,180,83.9
84054.75,175,83.5
84054.75,168,74.8
10865.4287109375,180,93
28560.38671875,170,74.8
84054.75,170,81.6
49430.109375,185,90.7
44152.16015625,183,90.7
84054.75,178,68
18168.841796875,175,99.8
44152.16015625,183,95.3
28560.38671875,183,77.1
38925.3359375,180,83.9
84054.75,178,99.8
12954.765625,157,65.8
33712.96875,160,59
28560.38671875,163,63.5
84054.75,188,117.9
33712.96875,170,67.1
44152.16015625,175,72.6
28560.38671875,170,72.6
23362.873046875,178,81.6
33712.96875,193,133.8
6711.28759765625,178,74.8
84054.75,173,117.9
16081.587890625,188,78
44152.16015625,180,56.7
84054.75,178,72.6
84054.75,178,65.8
38925.3359375,183,86.2
20305.509765625,183,80.7
10865.4287109375,168,63.5
44152.16015625,188,100.7
44152.16015625,188,113.4
44152.16015625,180,90.7
84054.75,178,81.6
84054.75,185,88.5
84054.75,175,76.2
44152.16015625,175,86.2
84054.75,178,76.2
17171.263671875,170,72.6
84054.75,183,86.2
15081.9755859375,170,72.6
28560.38671875,165,70.3
23362.873046875,180,71.2
84054.75,178,90.7
49430.109375,173,77.1
84054.75,178,81.6
44152.16015625,190,101.6
44152.16015625,183,77.1
18168.841796875,183,74.8
84054.75,188,81.6
84054.75,185,83.9
84054.75,183,68
15081.9755859375,175,85.3
84054.75,180,79.4
33712.96875,183,106.6
44152.16015625,170,74.8
23362.873046875,168,68
33712.96875,183,77.1
33712.96875,173,75.7
84054.75,178,83.9
28560.38671875,180,81.6
49430.109375,173,81.6
44152.16015625,178,77.1
84054.75,188,78
84054.75,173,72.6
49430.109375,183,81.6
84054.75,178,83.9
84054.75,188,90.7
84054.75,203,108.9
38925.3359375,185,74.8
84054.75,178,77.1
84054.75,175,72.6
33712.96875,178,77.1
44152.16015625,193,97.5
11953.455078125,157,68
84054.75,170,99.8
49430.109375,183,85.7
28560.38671875,173,61.2
84054.75,183,77.1
84054.75,185,117.9
84054.75,178,70.3
44152.16015625,178,79.4
28560.38671875,180,118.8
49430.109375,173,77.1
84054.75,178,85.3
84054.75,175,83.9
10865.4287109375,173,72.6
28560.38671875,188,77.1
23362.873046875,173,83.9
84054.75,173,90.7
23362.873046875,188,77.1
44152.16015625,188,88.5
84054.75,185,83.9
84054.75,188,102.1
49430.109375,175,108.9
44152.16015625,170,74.8
17171.263671875,183,108.9
28560.38671875,183,81.6
12954.765625,185,88.5
44152.16015625,178,81.6
33712.96875,180,70.3
33712.96875,168,77.1
15081.9755859375,188,79.4
49430.109375,185,104.3
84054.75,183,86.2
84054.75,193,104.3
84054.75,175,77.1
84054.75,193,104.3
84054.75,180,70.3
23362.873046875,175,74.8
49430.109375,178,110.2
84054.75,180,81.6
23362.873046875,168,65.8
84054.75,180,78.9
84054.75,183,86.2
84054.75,183,88.5
38925.3359375,175,104.3
84054.75,178,79.4
84054.75,188,104.3
23362.873046875,183,72.6
23362.873046875,180,68
84054.75,180,72.6
14021.39453125,178,102.1
84054.75,183,87.1
84054.75,183,81.6
84054.75,183,77.1
28560.38671875,173,72.6
38925.3359375,183,79.4
23362.873046875,183,78
28560.38671875,173,88.5
19237.1953125,188,99.8
84054.75,183,72.6
84054.75,185,113.4
38925.3359375,183,79.4
84054.75,193,108.9
84054.75,188,122.5
44152.16015625,160,63.5
11953.455078125,173,80.7
84054.75,183,104.3
38925.3359375,183,90.7
44152.16015625,163,108.9
84054.75,175,81.6
84054.75,175,79.4
14021.39453125,178,86.2
14021.39453125,168,95.3
18168.841796875,163,54.4
28560.38671875,185,93
84054.75,173,79.4
38925.3359375,185,81.6
28560.38671875,188,77.1
84054.75,178,102.1
84054.75,183,97.5
23362.873046875,185,95.3
38925.3359375,180,72.6
84054.75,196,99.8
84054.75,180,79.8
84054.75,175,72.6
49430.109375,168,61.2
84054.75,178,88.5
